"longitude","latitude","COUNTRY","MeanTemp","AnnPrec","soilclass","sand","silt","clay","cec","ph_cacl2","toc"
16.5447,49.9239,"CZR",7.4,599,"m",46.9,35.6,17.5,17.9,4.75,3.4
16.5716,58.1936,"SWE",6.9,541,"s",36.9,28,35.1,27.5,6.02,3.4
16.5755,56.4595,"SWE",7.7,505,"ll",95.3,1.6,3.1,10.3,6.98,0.6
16.5829,54.4693,"POL",8.4,656,"m",42,42.2,15.8,8.4,4.09,1
16.6347,49.4905,"CZR",7.9,571,"m",36.3,39.2,24.5,19,7.02,1.3
16.6411,62.9732,"SWE",2.8,599,"m",33.3,48.3,18.4,10.6,4.75,1.7
16.644,59.085,"SWE",6.3,576,"m",34.3,41.2,24.5,19.6,5.68,1.7
16.6682,58.645,"SWE",6.6,567,"l",60.5,31,8.5,12.6,5.25,3.7
16.6778,46.1764,"CRO",10.1,842,"m",38.8,44.6,16.7,8.2,3.87,1.2
16.6924,47.615,"HUN",9.9,605,"s",33.3,40.2,26.4,32.6,7.27,3
16.7067,68.3247,"NOR",2.8,1022,"l",62.9,26.9,10.2,10.3,4.49,2.2
16.7145,50.7316,"POL",7.5,596,"m",45.7,34,20.3,20.1,7.16,1.8
16.7181,39.4128,"ITA",11.5,850,"m",47.7,35.4,16.9,14.9,4.82,1.6
16.7541,63.7537,"SWE",2.1,558,"m",19.6,60.8,19.6,16.1,6.43,2.9
16.7555,50.3775,"POL",7.2,609,"m",34.2,49.1,16.7,13.8,4.39,1.2
16.8232,40.7956,"ITA",13.5,645,"m",44.8,34.5,20.6,26.8,7.45,2.6
16.8314,64.8092,"SWE",0.3,567,"l",45.2,46.5,8.4,12.3,4.52,2.4
16.8381,51.2948,"POL",8.1,563,"l",69.1,22.5,8.5,11.2,4.4,1.2
16.8568,65.2483,"SWE",0.5,570,"l",48.8,40.4,10.8,6.7,4.43,2.3
16.8588,61.1858,"SWE",4,645,"m",51.9,32.1,16,16.6,4.7,4.1
16.9043,51.7115,"POL",8.4,533,"l",73,20,7,24.6,7.14,3.1
16.9091,63.4501,"SWE",2.2,579,"m",29.5,52.1,18.4,15.9,4.77,2
16.9154,59.3623,"SWE",6.3,555,"m",34.7,41.9,23.4,15.8,5.63,1.5
16.9162,43.8027,"BOS",9.7,1115,"m",37.1,44,18.9,38.5,7.19,4
16.9408,43.4539,"CRO",13,1037,"s",32.1,41.3,26.5,44.3,6.48,3.2
16.9465,61.4874,"SWE",4.2,638,"l",53.2,34.3,12.5,11.9,5.58,2.3
16.9472,46.8326,"HUN",10.2,674,"m",39.9,38.5,21.7,16.1,5.94,1
16.9475,60.17,"SWE",5.2,596,"l",61.1,32.2,6.7,43.2,5.93,9.5
16.9935,49.444,"CZR",8.2,585,"m",45.6,34.1,20.3,24.7,5.58,1.6
17.0055,57.1499,"SWE",7.5,464,"ll",81.7,17.4,0.9,18,6.93,1.6
17.0114,59.7658,"SWE",5.8,568,"m",29.7,46.1,24.2,20.5,5.67,1.6
17.0132,52.1511,"POL",8.4,520,"l",55.7,34.8,9.5,7.8,5.19,1
17.0717,65.7313,"SWE",0.6,594,"l",46.8,44,9.1,8.4,4.68,3.1
17.0847,45.3122,"CRO",10.9,921,"s",33.1,39.6,27.3,27.7,7.15,1.5
17.0885,47.2615,"HUN",10.2,592,"m",33.6,42.3,24,22.3,7.32,1.5
17.0924,52.6078,"POL",8,536,"ll",87.2,12.2,0.5,5.5,4.12,0.8
17.1322,46.1656,"CRO",10.8,766,"m",50.5,30.7,18.8,14.4,5.26,1.9
17.1464,45.4208,"CRO",10.9,898,"s",33.7,40.6,25.7,22.6,4.84,1
17.1835,49.961,"CZR",5.2,757,"ll",96.7,2.4,0.9,5.8,6.68,1
17.1903,60.66,"SWE",5.1,610,"l",47.3,39.5,13.2,15.4,4.55,1.9
17.2039,62.0531,"SWE",3.7,667,"l",52.8,36.3,10.9,14.6,5.61,2.2
17.2126,63.2019,"SWE",3.2,585,"m",31.8,50.5,17.7,16.4,4.89,2.3
17.2385,53.0465,"POL",7.8,556,"ll",84.6,13.7,1.6,22.1,7,3.2
17.2423,53.5078,"POL",7.2,615,"ll",83.9,13,3.1,6.2,4.11,0.9
17.3008,49.9497,"CZR",6.1,715,"m",32.9,49,18.2,14.4,6.71,1.4
17.3055,66.3189,"SWE",0.1,644,"l",39.9,52.5,7.6,9.2,4.4,2.5
17.3309,53.9489,"POL",7.2,655,"ll",90.5,8.4,1,3.1,4.79,1.2
17.3892,50.2788,"CZR",7.2,650,"m",53.1,31.7,15.2,12.5,5.35,1.8
17.4049,46.5541,"HUN",10.7,667,"m",35.6,46.6,17.8,12.4,5.4,1
17.4135,62.6914,"SWE",2.6,661,"ll",60.5,36.5,3,10.1,4.78,1.7
17.4237,47.7591,"HUN",10.1,561,"l",39.4,48,12.6,29.5,7.4,6.7
17.4333,50.3338,"POL",7.7,628,"m",26.1,57.2,16.7,17.3,6.44,2.1
17.4552,43.3618,"BOS",13,1213,"m",40.7,41.1,18.1,23.7,5.23,2.4
17.4982,54.321,"POL",7.2,681,"ll",92.3,5,2.7,5.2,5.28,1
17.5114,63.6741,"SWE",1.3,605,"ll",56.7,38.8,4.5,11.6,4.77,3.6
17.5206,43.0044,"CRO",16.1,1208,"m",45.5,32.2,22.3,19.3,7.43,0.9
17.5291,50.7397,"POL",8.4,578,"l",64.5,25.9,9.6,22.5,7.32,1.7
17.5542,68.555,"NOR",2.8,743,"l",75.2,17.5,7.3,9.8,4.64,2.4
17.5643,44.2065,"BOS",7.8,977,"l",38.1,52.1,9.8,16.3,5.53,1.5
17.5675,48.2242,"SKA",9.9,609,"m",57.2,25.6,17.2,26,7.29,2.6
17.5772,45.1733,"CRO",11.2,859,"ss",8.7,30.5,60.8,47.9,5.72,2.6
17.5828,48.6685,"SKA",8.6,695,"m",37.3,47.1,15.6,26.4,7.33,2.5
17.6175,59.3679,"SWE",6.5,538,"m",47.3,35.2,17.5,9.3,5.52,1.3
17.6505,40.3921,"ITA",16.4,545,"s",21,46.4,32.6,26.4,7.45,1.2
17.6519,51.2607,"POL",8.2,558,"l",71.1,21.4,7.6,15.7,5.73,1.7
17.6583,51.6254,"POL",8.3,530,"ll",99,0.1,0.9,8.6,4.8,0.9
17.7163,52.1003,"POL",8.4,509,"ll",90.7,8.4,0.9,4,4.47,1.1
17.7364,47.5461,"HUN",10.3,529,"m",37.7,40.4,21.9,26.7,7.83,1.2
17.7427,46.7574,"HUN",10.9,595,"ll",82.5,8.5,9,18.1,7.14,1.4
17.7473,59.7238,"SWE",6.2,543,"m",47.2,36.4,16.4,27,5.63,6.1
17.7686,68.9672,"NOR",2.3,784,"ll",76.4,19.8,3.8,12.4,5.36,1.8
17.7824,64.3435,"SWE",0,599,"ll",75.6,21.5,2.9,11.1,5.1,1.8
17.7875,58.9895,"SWE",7,500,"m",36.8,41.9,21.4,12.4,5.02,1.3
17.7938,52.535,"POL",8,533,"ll",64.5,30.6,4.9,11.5,5.68,1.2
17.8111,60.1289,"SWE",5.4,570,"m",60.4,22,17.6,22.3,5.32,5.1
17.8506,45.4175,"CRO",10.2,799,"m",28.7,47.4,23.9,14.3,4.89,0.8
17.8566,48.9709,"CZR",7.7,740,"m",34.3,41.3,24.4,20.9,5.3,1.5
17.8647,49.7585,"CZR",6.8,763,"l",56.4,35.2,8.4,14.2,5.8,3
17.8738,46.0458,"HUN",11.2,678,"m",26,49.1,24.9,26.7,7.39,2.5
17.8831,69.3067,"NOR",2.8,824,"l",27,69.2,3.8,41.4,4.32,32
17.9,52.9976,"POL",7.9,539,"ll",92.4,6.7,0.9,11.5,5.19,2.8
17.9091,63.4704,"SWE",2.6,604,"m",34.2,47.9,17.9,7.4,4.56,2.6
17.9319,49.3889,"CZR",7.6,739,"m",40,35.8,24.1,16.3,5.13,1.6
17.9539,53.4928,"POL",7.2,576,"l",70.8,14.5,14.7,9.8,7.21,0.9
17.9896,42.8911,"BOS",14.5,1327,"s",25.4,41.1,33.5,38.8,7.44,1.6
17.9984,65.2428,"SWE",0.3,555,"ll",61.2,37.2,1.7,32.4,4,27
18.0036,53.8267,"POL",6.8,603,"ll",88.1,7.8,4.1,9.4,4.31,1.1
18.0173,66.8843,"SWE",0.5,554,"ll",59.6,36.1,4.3,10.2,3.93,1.6
18.0208,40.1131,"ITA",16.6,590,"m",58.3,23.5,18.3,28.7,7.35,1.9
18.0888,64.8527,"SWE",0.5,558,"l",48,43.6,8.4,11.4,5.17,2.6
18.1059,47.7188,"HUN",10.4,531,"l",36.8,50.6,12.6,21.5,7.39,2.2
18.1063,65.6378,"SWE",-0.3,563,"ll",83.1,10.2,6.7,6.2,3.83,3.8
18.1115,50.2459,"POL",8.4,652,"m",23.2,59.9,16.8,13.9,6.62,1.1
18.139,44.101,"BOS",10.7,966,"m",43.9,35.2,20.9,33.7,7.14,3.2
18.1512,54.308,"POL",5.9,629,"l",71.4,18.1,10.5,14.3,5.38,2.2
18.1729,48.2051,"SKA",10,582,"s",32,37.4,30.6,38.7,6.26,1.8
18.1756,50.6959,"POL",8.4,612,"ll",81.9,12.4,5.7,8,4.26,1.1
18.1813,46.6823,"HUN",10.8,586,"m",24.2,52.9,22.9,26.5,7.3,1.9
18.2166,47.7494,"SKA",10.4,530,"s",39.6,33.7,26.7,27.9,7.31,2.3
18.2192,43.2625,"BOS",9.4,1197,"s",34.3,40.4,25.3,37.1,5.4,3.2
18.225,65.9785,"SWE",-0.5,559,"l",34.1,54.7,11.2,8.5,5.36,2
18.2426,45.7924,"HUN",11.2,669,"m",47.8,31.8,20.5,19.9,7.53,1.3
18.2713,54.764,"POL",7.3,592,"l",53,34,13,21.3,7.15,1.9
18.2773,51.1766,"POL",8.2,570,"l",28.6,62.3,9.1,11.2,5.39,1
18.2859,57.1661,"SWE",7.4,512,"ll",93.7,5,1.2,27,7.01,3.4
18.2869,43.867,"BOS",10.4,1008,"m",35.8,40,24.2,23,7.23,2.1
18.2922,45.0367,"BOS",11,798,"s",28.8,42.1,29.1,29.7,6.01,1.9
18.34,42.5561,"CRO",15.4,1315,"m",44.6,31.9,23.5,37.3,7.51,1.4
18.3523,49.071,"SKA",8.6,725,"s",40.6,31.8,27.5,24.2,7.25,1.7
18.3616,48.6872,"SKA",8.8,691,"m",37.4,41,21.7,27,7,2.2
18.3712,62.9233,"SWE",3.4,642,"m",42.5,40.9,16.6,15.3,4.84,2.8
18.4167,51.6339,"POL",8.3,536,"l",73.6,17.8,8.6,11.5,4.9,0.8
18.4303,59.5473,"SWE",6.3,528,"l",55,30,15,20.8,5.23,4.1
18.4597,52.0366,"POL",8.4,523,"ll",83.3,15.7,1,4.1,3.9,0.8
18.5,63.3151,"SWE",3.2,604,"l",37.7,51.3,11,10.9,5.64,1.9
18.5561,43.1232,"BOS",9.1,1219,"m",38.9,40.5,20.7,34,5.91,2.9
18.564,47.1148,"HUN",11,542,"m",29.9,46.5,23.6,25.5,7.34,1.6
18.5787,46.3234,"HUN",11.2,593,"m",30.9,46.9,22.2,18.7,7.47,0.7
18.6183,57.5426,"SWE",7.3,529,"m",55.3,25.9,18.8,24.7,7.26,2.3
18.6419,52.865,"POL",7.9,532,"m",67.8,16.1,16.1,13.1,6.83,0.9
18.6432,59.8342,"SWE",5.9,524,"m",64.2,20.3,15.5,22.6,6.38,3
18.6513,52.4909,"POL",8.3,524,"l",65.5,29.3,5.2,5.7,6.12,0.7
18.6666,42.6532,"MON",11.1,1340,"l",75.2,16.7,8.1,33.9,7.19,5.2
18.6817,45.6469,"CRO",11.1,674,"s",27.7,47.2,25.1,24.4,7.33,2.2
18.7,57.9087,"SWE",7.2,530,"m",56.1,28,16,32.7,7.23,4.7
18.7031,63.7168,"SWE",1.6,612,"m",30.9,49,20.1,12,5.57,3
18.7047,53.399,"POL",7.7,538,"ll",94.7,4.4,0.9,4.8,3.96,0.9
18.7199,48.137,"SKA",9.9,602,"m",36.7,40.3,23,22.2,4.84,1.5
18.7585,49.7669,"POL",8.1,803,"m",28.1,50.6,21.4,14.5,5.71,1.2
18.7598,44.4453,"BOS",11.2,888,"s",26.5,46.2,27.3,22.7,6.21,1.3
18.8011,44.1152,"BOS",7.6,963,"m",38,39.2,22.8,25.8,5.86,3.4
18.8021,66.6906,"SWE",-0.8,507,"ll",61.3,37.7,0.9,7.4,4.62,1.7
18.8048,46.9091,"HUN",11,549,"l",72.3,13.8,13.9,11.6,5.88,1.1
18.8067,45.06,"CRO",11.4,754,"s",31,40.4,28.6,29.7,5.04,1.6
18.8206,48.6377,"SKA",8.3,722,"m",25.5,53,21.5,12.3,6.86,0.8
18.8286,43.5926,"BOS",10.2,1076,"m",38.6,39.4,22,13.5,5.35,1.2
18.8452,64.2082,"SWE",1.3,582,"m",29,55,16,8.6,4.57,2.2
18.8581,53.861,"POL",7.3,550,"m",43.6,33.9,22.5,22.7,5.88,2.1
18.8712,50.194,"POL",8.4,712,"l",55.2,34.6,10.2,11.9,6.12,1.3
18.9069,47.492,"HUN",10.5,581,"m",29.2,50.1,20.7,22,7.36,1.1
18.9181,54.2878,"POL",7.4,542,"s",31.3,43.1,25.5,20,5.58,1.2
18.9453,49.0318,"SKA",7.6,828,"m",37.8,38,24.1,25.9,6.09,1.7
18.9469,50.6581,"POL",8.2,635,"l",64.4,27.6,8,9.9,3.82,1.5
18.9756,45.4547,"CRO",11.2,680,"s",27.6,45,27.4,28.8,7.29,1.6
18.9866,51.1054,"POL",8.2,584,"l",73.9,20,6.2,5.6,6.34,0.8
19.0789,65.6435,"SWE",-0.5,542,"ll",57.3,39.7,3,18.3,4.76,7.1
19.0868,51.5639,"POL",8.3,550,"ll",81.6,10.6,7.8,6.8,4.39,0.9
19.1063,42.8919,"MON",5.6,1220,"m",47.1,36.4,16.5,28,4.63,5.8
19.1445,64.6962,"SWE",0.8,567,"l",39.2,52.3,8.5,5.2,4.66,1.8
19.1697,45.8367,"SRB",11.1,614,"m",20.6,56.5,22.9,26.8,7.43,1.9
19.1969,47.2779,"HUN",11,528,"ll",96.1,0.8,3.1,8.4,7.34,0.7
19.2011,69.2314,"NOR",1.7,703,"l",49.7,40.9,9.4,10.4,4.44,1.9
19.204,42.5338,"MON",15.1,1569,"m",39.5,36.9,23.6,24.3,4.57,1.9
19.2121,42.026,"MON",14.3,1526,"s",30.3,42.8,26.8,23.5,6.05,1
19.2363,45.4783,"SRB",11.2,647,"s",23.9,48.3,27.9,27.9,7.06,1.5
19.2441,51.9817,"POL",8.3,533,"ll",91.7,7.4,0.9,2.8,4.16,0.7
19.285,52.4533,"POL",7.9,540,"l",65.7,27.5,6.7,6.4,3.88,0.7
19.3007,65.1317,"SWE",0.4,546,"ll",63.3,34.8,1.9,3.4,5.08,1.9
19.3369,43.2093,"MON",6.6,1138,"ll",52.6,45.5,1.9,23.4,4.87,6.5
19.3375,43.6338,"BOS",11.3,1030,"m",44.4,39.6,15.9,17.9,7.22,1.2
19.3474,52.8919,"POL",7.6,558,"ll",86,10.7,3.3,6.3,3.95,0.6
19.3819,47.7122,"HUN",10.5,546,"s",35.7,37.1,27.2,25.7,7.06,1.9
19.3823,49.7218,"POL",7.3,865,"m",48.5,33.8,17.7,11,4.1,1.5
19.4419,69.015,"NOR",1.3,602,"ll",70.8,28.1,1,9.4,4.86,1.9
19.4859,49.498,"SKA",6.1,979,"s",23.5,50.2,26.3,23.2,7.24,1.3
19.4941,43.5506,"SRB",8.5,1019,"m",49.3,34.5,16.1,15.8,5.79,2.7
19.5,50.1773,"POL",7.4,757,"ll",91,5.6,3.4,5.6,5.98,0.4
19.507,53.3496,"POL",7.3,592,"m",55.7,29.1,15.2,13.1,5.31,0.8
19.5151,40.0094,"SRB",16.7,1052,"s",27.5,43.7,28.8,34.5,7.54,1.9
19.5283,49.0427,"SKA",6.5,882,"l",65.2,20.5,14.3,20.4,5.76,3.5
19.5363,66.0461,"SWE",-0.4,508,"ll",47.8,47.8,4.4,10.5,5.13,2.9
19.5833,60.1833,"FIN",4.6,530,"ll",77.7,18.4,3.9,8,4.91,1.6
19.6042,48.2866,"SKA",9.6,580,"s",42.7,29.4,28,28.3,5.77,2.8
19.608,48.5683,"SKA",5.6,864,"l",47.4,40.6,12,11.1,4.9,2
19.6264,69.6553,"NOR",1.6,718,"l",41.6,47.8,10.7,11.3,4.08,3.7
19.6313,45.8526,"SRB",11,583,"m",29.7,46.8,23.4,27.1,7.2,2.3
19.6414,53.8026,"POL",7.3,644,"l",68.4,20.1,11.5,8.9,3.9,1.1
19.6627,46.8427,"HUN",10.8,535,"m",47.2,35.4,17.4,16.4,7.37,2.1
19.663,46.2543,"HUN",10.8,555,"ll",96.6,0,3.3,8.8,7.47,0.5
19.6751,50.6315,"POL",7.8,646,"l",24.5,63.6,12,9.6,5.17,1.2
19.6979,54.2204,"POL",7.6,672,"ll",88.4,9.4,2.2,8,4.29,2
19.7221,44.6016,"SRB",11.6,729,"s",31.2,42,26.8,19.5,4.94,1.8
19.7363,51.0693,"POL",7.5,615,"m",32.1,47.9,20,21.2,7.19,1.8
19.747,63.8076,"SWE",1.9,597,"l",51.6,39.5,8.9,13.4,5.77,4.2
19.7703,43.5089,"SRB",8,992,"s",42.8,26,31.1,45.6,7.17,2.9
19.7942,45.4404,"SRB",11.3,618,"s",14.3,58.3,27.4,29.4,7.28,2
19.7976,64.6701,"SWE",0.6,578,"l",58.7,33.6,7.7,9.8,5.06,2.8
19.8022,66.9739,"SWE",-1,472,"ll",49.8,46.9,3.3,8.4,4.18,4.7
19.8112,51.5132,"POL",7.9,562,"ll",74.1,22.3,3.6,13,4.56,2.1
19.8157,64.2407,"SWE",1.4,587,"m",33.6,49.7,16.7,17.6,5.02,5.4
19.8543,48.0129,"HUN",9.6,560,"m",50.7,27.8,21.5,16.7,5.1,1.2
19.8747,39.6114,"HEL",17,1132,"l",57.7,27.6,14.7,20.5,5.49,1.2
19.8833,60.35,"FIN",4.3,547,"m",38.1,41.8,20.1,31.5,6.59,4.1
19.9016,42.8351,"MON",9.9,1175,"m",38.1,37.3,24.5,38.1,7.18,4
19.9192,69.2586,"NOR",1.1,580,"l",71.9,22.9,5.2,12.5,4.81,2.3
19.9516,51.9414,"POL",7.7,548,"ll",69.9,26.4,3.7,4.5,4.87,1.1
19.97,66.5702,"SWE",-0.3,471,"l",38.6,56.2,5.2,15.9,4.63,2
2.0154,45.76,"FRA",8.6,973,"ll",57.8,39.8,2.4,8.8,4.64,3.7
2.0463,49.8336,"FRA",10,670,"m",27.6,52.4,19.9,24,7.31,1.9
2.063,45.3278,"FRA",9.9,890,"l",57,32.2,10.9,6.5,4.54,1.2
2.1139,49.3924,"FRA",10.1,658,"l",40.7,45.7,13.6,18.5,7.05,1.3
2.1274,44.871,"FRA",9.9,871,"ll",54.3,40.9,4.9,13.6,4.86,5.1
2.1934,48.9578,"FRA",11,632,"m",49.2,29.7,21.1,19,7.23,2.2
2.2108,44.4215,"FRA",11.4,792,"m",40.8,36.8,22.4,25.5,6.61,1.9
2.2587,43.9645,"FRA",12.4,760,"l",43.6,45.3,11.2,8.5,5.36,0.8
2.2681,48.486,"FRA",10.9,641,"m",50,30.9,19.1,19.2,6.91,0.9
2.3372,43.5201,"FRA",13.1,747,"m",53.8,29.9,16.2,20.4,6.06,1.2
2.3602,48.042,"FRA",10.9,650,"m",68.3,9,22.7,22.7,7.35,1
2.3762,43.0746,"FRA",12.7,765,"s",34.1,40,25.8,21.1,7.44,0.9
2.4332,42.6271,"FRA",13.5,731,"m",53.3,27.6,19,14.1,5.08,0.9
2.468,47.1526,"FRA",11.1,720,"m",29.4,46.5,24.2,20.1,6.68,1.1
2.4903,42.2128,"SPA",13.9,803,"m",37.7,44.3,18,17,5.91,1.6
2.5327,46.7039,"FRA",11,739,"m",65.9,18.8,15.3,33.9,7.34,3.2
2.5653,41.7383,"SPA",15.5,743,"m",54.5,28,17.5,18,6.64,1.1
2.5875,46.2587,"FRA",10.3,766,"m",48.7,34.5,16.8,21.1,4.55,1.3
2.6053,50.7739,"FRA",10.1,677,"s",32,41.6,26.5,23,7.33,1.2
2.6551,45.8114,"FRA",8.7,818,"l",59.9,28,12.1,17.2,5.36,4.3
2.6849,50.3381,"FRA",10,669,"m",25.2,53.5,21.3,18.8,6.76,1.5
2.7275,45.3575,"FRA",8.3,826,"ll",81.8,15.8,2.4,12.5,4.23,4.4
2.7378,49.8738,"FRA",10.1,651,"s",15.7,59.2,25.1,22.9,7.37,1.3
2.7553,44.9353,"FRA",8.1,853,"l",40.2,58.8,1,22.5,4.99,6.1
2.7553,51.0033,"BEL",10.2,670,"m",47.7,31.7,20.5,25.8,6.45,2.5
2.8178,39.4853,"SPA",16.2,527,"m",23.5,56,20.5,18.2,7.29,1
2.8205,49.4414,"FRA",10.3,636,"s",37.8,34.7,27.5,21.3,7.32,0.9
2.8501,44.4755,"FRA",11.2,729,"l",69.5,16.4,14.1,9.5,5.57,1.3
2.8617,48.9973,"FRA",10.4,653,"s",16.4,50.5,33.1,34.1,7.48,1.3
2.8849,44.0145,"FRA",11.6,755,"m",29.9,48.2,21.9,28.6,7.28,2.1
2.9318,48.5488,"FRA",10.7,644,"m",39.5,40.7,19.8,19.2,7.31,1
2.9376,43.5674,"FRA",13.4,704,"l",66.7,19.2,14.1,10.7,4.14,0.6
2.9827,43.1186,"FRA",14.7,634,"m",42.6,34.3,23.1,23.5,7.48,1.3
2.9994,48.0909,"FRA",10.7,669,"l",30.3,56.1,13.6,11.6,4.82,0.7
20.0053,43.8693,"SRB",10.9,861,"s",20.2,48.5,31.3,24.9,6.03,1.8
20.0445,52.3971,"POL",8,522,"ll",87.5,5.5,7,13.8,4.64,1.1
20.0454,44.3156,"SRB",11.6,758,"m",33.4,44.6,22,12.9,5.12,0.9
20.109,43.2453,"SRB",7.4,1011,"m",47.6,34.3,18,22.8,4.2,2.7
20.1143,65.0955,"SWE",0.2,564,"ll",66.6,32.1,1.4,8,4.57,2.8
20.1228,52.8042,"POL",7.4,554,"ll",92.3,6.7,1,9.1,3.9,1.5
20.1498,49.6281,"POL",7.1,797,"l",32.4,54.4,13.3,6.5,4.35,1.9
20.1588,44.8843,"SRB",11.8,657,"s",31.7,39.6,28.7,31.9,6.14,1.6
20.1629,49.3679,"POL",4.6,1015,"m",47.9,34.4,17.7,17.2,4.08,3.1
20.1852,50.0725,"POL",8.4,665,"m",27.1,49.2,23.7,34,7.16,2.4
20.2078,48.5739,"SKA",8.8,581,"m",36.2,45,18.8,15.6,6.74,1.1
20.2261,39.5475,"HEL",16.7,1130,"s",10.1,55.3,34.6,39.3,7.32,1.8
20.252,47.7607,"HUN",10.3,527,"m",57.3,22.7,20,19.6,4.92,1.5
20.2525,49.0413,"SKA",6.1,669,"m",31.6,44.2,24.2,28.7,7.24,3.1
20.2567,53.2614,"POL",7,604,"m",36.3,48.3,15.4,9,4.43,1.1
20.2831,47.0489,"HUN",10.7,522,"s",32.3,42,25.7,23.2,5.76,2.1
20.3022,53.72,"POL",7.4,647,"m",43.7,40.4,15.8,11,4.85,1.4
20.3058,45.8315,"SRB",11.1,553,"s",27.2,40.2,32.7,41.7,6.73,1.7
20.3113,46.5742,"HUN",10.8,526,"m",22.7,53.3,24,34.5,7.41,2.8
20.3211,45.3892,"SRB",11.5,597,"s",23.8,48.6,27.6,29.3,5.62,1.6
20.4151,50.5413,"POL",7.9,636,"ll",96.9,2.2,1,2.5,4.47,0.8
20.4203,43.1554,"SRB",10.1,929,"s",39.4,34.9,25.7,28.2,7.22,2.3
20.422,50.9515,"POL",7.2,622,"ll",98.9,0.3,0.8,5.9,4.29,1
20.4333,60.05,"FIN",4.7,552,"m",43.7,40.4,15.9,20.7,5.24,3.6
20.4668,54.1586,"POL",7.3,713,"l",62.1,24.1,13.8,10.5,5.74,1.4
20.5129,51.4388,"POL",7.6,559,"ll",86,9,5,2.8,3.82,1.3
20.5279,46.3042,"HUN",10.9,535,"m",29.1,48,22.9,33.2,7.55,2.8
20.5453,65.4637,"SWE",-0.2,552,"l",21.5,76.8,1.7,12.5,5.21,3.3
20.5754,43.4565,"SRB",10.2,840,"s",34,39.7,26.3,30.4,6.08,1.5
20.583,51.8702,"POL",7.4,548,"l",35.7,58.9,5.4,4,4.87,0.7
20.6112,67.8553,"SWE",-1.1,465,"ll",68.2,30.7,1.1,6.8,4.72,1.8
20.6448,66.4158,"SWE",0.3,472,"l",24.4,69.6,6,4.6,4.42,1.3
20.6553,38.6369,"HEL",17.1,991,"s",29.4,42.6,28,24.6,6.97,1.6
20.6558,39.9792,"HEL",13.3,1161,"m",37.1,40.7,22.1,18.1,7.15,0.9
20.6897,43.96,"SRB",10.8,751,"s",20.3,49.3,30.4,30.1,7.35,1.6
20.7061,39.0947,"HEL",16.8,1010,"s",24.3,44.2,31.5,25.8,7.14,1.4
20.708,67.1191,"SWE",-1.3,483,"ll",83.6,14.6,1.8,17.9,4.3,10
20.7181,48.5254,"HUN",9.2,571,"m",47.9,34.6,17.4,11.7,5.64,1.3
20.7598,44.8522,"SRB",12.1,646,"s",23.6,50,26.4,32.6,7.25,2.3
20.7658,38.1478,"HEL",17.8,951,"s",16.1,54.2,29.7,28,7.3,2
20.7734,41.2332,"FOM",11,848,"m",33.9,46.3,19.8,11.2,5.38,1.2
20.7773,48.1971,"HUN",10,549,"s",40.6,33.2,26.2,29.8,6.42,2
20.8151,47.4456,"HUN",10.5,538,"m",49.9,31.2,18.9,19.2,6.1,1.3
20.8253,44.3712,"SRB",11.6,686,"s",26.1,42.6,31.3,40.8,6.49,1.8
20.8264,49.5823,"POL",7.1,780,"m",38.1,43.1,18.8,13.7,4.46,1.5
20.8453,45.3473,"SRB",11.6,605,"s",20,48.3,31.7,33.4,6.99,2.4
20.8463,48.9653,"SKA",7.1,694,"m",39.2,39.7,21.1,6.8,5,1.2
20.8547,39.6106,"HEL",13.3,1078,"s",32.6,42.2,25.2,33.6,5.86,2.5
20.8638,46.7419,"HUN",10.8,544,"s",20.7,53,26.3,37,7.5,2.5
20.8688,50.0455,"POL",8.8,671,"m",33.7,44.1,22.2,18.9,6.44,1.5
20.8803,37.7994,"HEL",18.5,940,"s",15.2,57.1,27.8,25,7.23,1.8
20.8805,64.5501,"SWE",1.9,576,"l",36.5,49.2,14.2,13.1,4.33,2.7
20.8813,64.0998,"SWE",2.5,576,"ll",77.8,19.8,2.4,9.6,4.38,2.1
20.8816,52.7702,"POL",7.4,527,"ll",91.2,7.9,0.9,1.8,3.71,0.7
20.9114,40.2283,"HEL",11.4,909,"m",25.4,49.6,25,23.9,7.27,2.4
20.954,41.5885,"FOM",10.6,776,"m",32.7,49.3,18,19.7,5.59,1.3
20.9681,53.2016,"POL",7.2,576,"ll",94.8,0.1,5.1,6,3.87,1.1
20.9817,66.0435,"SWE",0.9,480,"m",27.9,54,18.1,19.7,6.43,2.2
20.9942,50.4531,"POL",8.1,629,"m",59.9,21.8,18.3,16.4,4.78,2.1
21.0497,50.9305,"POL",7.1,615,"l",29.8,56.5,13.7,18.7,7.01,1.3
21.0771,53.6734,"POL",6.9,646,"l",52.8,36.6,10.7,7.4,5.77,1
21.0775,42.0061,"FOM",11.8,688,"m",31.6,50.7,17.7,20.8,7.44,1.3
21.1012,67.4042,"SWE",-1.5,476,"ll",60.1,39.1,0.8,23.7,4.17,29
21.1293,46.5337,"HUN",10.8,561,"s",17,56.4,26.7,30.1,7.35,2.4
21.1533,69.7428,"NOR",0.1,502,"ll",49.1,48.3,2.6,13.3,5.14,3
21.1776,49.28,"SKA",7.2,748,"m",29.6,51.4,18.9,18.1,5.98,1.2
21.1817,38.9417,"HEL",17.1,931,"m",25.2,52.1,22.6,17.5,5.45,1.1
21.1984,44.3456,"SRB",11.3,663,"s",24.2,37.2,38.6,38.7,6.99,1.1
